Date,Close,High,Low,Open,Volume
2024-01-02,76030.1171875,76221.14763269472,74692.90407113693,74692.90407113693,17142847
2024-01-03,73546.703125,75265.97670454545,73546.703125,74979.43110795454,21753644
2024-01-04,73164.65625,73833.26276925587,72687.08016481723,72687.08016481723,15324439
2024-01-05,73164.65625,73642.23233518277,72973.62581592689,73260.17146703655,11304316
2024-01-08,73069.1328125,74024.2848754085,72973.61760620915,73546.70884395424,11088724
2024-01-09,71349.8671875,74215.32370105422,70967.8063190261,73928.7780496988,26019249
2024-01-10,70299.1953125,71827.43868885869,69917.13446841032,71636.40826681386,20259529
2024-01-11,69917.1484375,70299.2093579235,69439.57228697062,69630.60274718238,57691266
2024-01-12,69821.6328125,70776.78510815663,69535.08712380301,69726.11758293434,13038939
2024-01-15,70585.7421875,70681.25740020297,69917.13569857916,69917.13569857916,2957915
2024-01-16,69344.0390625,70394.70632102272,69248.52385717975,70203.67591038223,14760415
2024-01-17,67815.796875,70012.64663292254,67815.796875,69821.61621919014,22683660
2024-01-18,68484.4140625,68770.95972803347,67529.26184405509,68388.89884065551,17853397
2024-01-19,71349.8671875,71349.8671875,69726.10849648595,70203.6845820783,23363427
2024-01-22,71731.921875,72591.55875499334,71636.40666611186,72496.0435461052,19673375
2024-01-23,71827.4375,72400.52875664893,70967.80061502659,72305.01354720745,14786224
2024-01-24,70681.25,71827.43243243244,70203.6739864865,71827.43243243244,12860661
2024-01-25,70776.78125,71445.38782051283,70394.72035256411,70872.29647435897,11737747
2024-01-26,70108.171875,71158.83930091962,70012.65665446185,70394.71753661444,11160062
2024-01-29,71063.3203125,71827.44203629033,70203.6833732359,70490.22901965726,13976521
2024-01-30,70967.8046875,71922.95683672611,70394.71339796434,71636.41119195828,12244418
2024-01-31,69439.5625,70681.26031636864,69248.53206671252,70108.16901650619,15703560
2024-02-01,70299.1953125,70872.2865786345,69630.58883534306,69726.1040463655,19881033
2024-02-02,71827.4375,71827.4375,70394.70935837766,70681.25498670213,14955881
2024-02-05,70967.8046875,71445.38076211305,70203.68296811912,70872.2894725774,19026021
2024-02-06,71063.3203125,71349.86595892138,70012.6529422883,70967.80509702621,14559254
2024-02-07,71636.40625,72113.98229166667,70967.79979166666,71254.34541666666,16566445
2024-02-08,70776.78125,71827.44871794872,70299.20512820513,71636.41826923077,20810708
2024-02-13,71827.4375,71827.4375,71063.31582446808,71445.37666223403,21966745
2024-02-14,70681.25,70967.7956081081,70394.7043918919,70394.7043918919,12434945
2024-02-15,69917.1484375,71063.3311987705,69726.11797728825,70872.30073855874,14120600
2024-02-16,69535.0859375,70108.17730511677,69248.54025369162,70012.66207718063,13444781
2024-02-19,70490.2265625,70585.74177464431,69535.07444105692,69535.07444105692,12726404
2024-02-20,70012.6484375,70394.70927481241,69535.07239085948,70394.70927481241,14681477
2024-02-21,69726.109375,70394.71590325343,69630.59415667808,70108.17024828767,11503495
2024-02-22,69821.6328125,70585.7546490253,69439.57189423735,70490.23941945964,15208934
2024-02-23,69630.5859375,70872.28362911522,69630.5859375,70299.19238683127,16225166
2024-02-26,69535.0859375,69917.14684924451,68961.99456988325,69057.50979781937,14669352
2024-02-27,69630.5859375,70108.16197273662,69439.55552340535,69821.61635159465,13201981
2024-02-28,69917.1484375,70585.75504824112,69535.0875170765,69630.60274718238,11795859
2024-02-29,70108.171875,70108.171875,68770.95878746593,69344.05011069482,21176403
2024-03-04,71540.890625,71636.40583277703,70681.25375500668,70967.79937833779,23210474
2024-03-05,70394.71875,71445.38619402985,70394.71875,71254.35574966078,19505125
2024-03-06,69630.5859375,70203.67717978395,69439.55552340535,69917.13155864198,21547905
2024-03-07,68961.9765625,70012.64379544668,68961.9765625,69821.61338945637,14516963
2024-03-08,70012.6484375,70108.1636468281,69344.04197220327,69535.07239085948,19271349
2024-03-11,69153.015625,69821.6221296616,69057.50041004833,69630.59169975828,9740504
2024-03-12,70012.6484375,70203.6788561562,68866.46592556275,69344.04197220327,13011654
2024-03-13,70776.78125,70776.78125,70203.68990384616,70394.72035256411,15243134
2024-03-14,70967.8046875,71158.83511734522,70299.19818304172,71063.3199024226,22545539
2024-03-15,69057.5,70394.71300138313,69057.5,70108.1673582296,22580555
2024-03-18,69535.0859375,69726.11639337226,69248.54025369162,69344.05548162776,11520348
2024-03-19,69535.0859375,69726.11639337226,68484.41843020261,69057.50979781937,15376066
2024-03-20,73451.203125,73737.74878088427,70108.1704730169,70394.71612890117,50106297
2024-03-21,75743.5703125,75743.5703125,74215.3267752995,75648.05509142498,44569799
2024-03-22,75361.5078125,76316.6600027725,74310.84040320026,76030.11434569074,26724761
2024-03-25,74692.8984375,76221.14188379156,74310.83757592711,76030.11145300511,18703996
2024-03-26,76316.65625,76507.68667866083,75648.04974968711,76125.62582133917,30551494
2024-03-27,76221.140625,76412.17105263159,75648.04934210527,75648.04934210527,17424595
2024-03-28,77527.0078125,77718.90634668936,75991.81953898515,76183.7180731745,25084812
2024-03-29,79062.203125,79158.15240063713,77622.96399044296,77910.81181735436,27126366
2024-04-01,78678.3984375,79925.73890053353,78678.3984375,79829.78963414633,20116513
2024-04-02,81556.8828125,81556.8828125,79541.94806066177,79541.94806066177,37077944
2024-04-03,80693.34375,81556.88726218787,80117.64807520808,80885.24230826397,30493347
2024-04-04,81844.734375,82036.63293156507,80885.24159217467,81748.78509671746,25248934
2024-04-05,81077.1328125,81556.87916050295,80405.48792529585,81077.1328125,18883752
2024-04-08,81077.1328125,82516.37185650888,81077.1328125,81748.77769970414,18953232
2024-04-09,80213.5859375,81460.92638868123,79733.83961012261,81077.12932677931,23725956
2024-04-11,80693.34375,81269.03942479192,79158.15528388823,79829.80023781213,25538009
2024-04-12,80309.5390625,81460.93030353943,79829.7927120669,81269.03176336619,17061770
2024-04-15,78870.2890625,79829.78163017031,77910.79649482969,79541.93385986923,26663772
2024-04-16,76759.4140625,78006.75454101562,76183.71845703125,77910.8052734375,31949845
2024-04-17,75703.9765625,77527.01275348543,75703.9765625,77431.06348027567,22611631
2024-04-18,76375.625,76855.37138819095,75128.28439070351,75608.03077889448,21370190
2024-04-19,74456.640625,75512.0826957152,73209.29999597293,75128.28557909149,31317563
2024-04-22,73017.3984375,74360.68829048949,72057.90568536465,74264.73901527595,30469477
